age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
24,0.6,2.02,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,Yes,No,No,0,12,21,12,13.031462585034019,0
20,-0.3,0.79,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,15,17,15,12.535294117647036,0
20,0.6,2.02,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,15,20,12,13.37166666666667,0
24,3.7,-1.7,Single,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Secondary Education,Unskilled Workers,Administrative staff,Female,Yes,No,Yes,No,No,No,0,16,16,14,14.9857142857143,0
18,3.7,-1.7,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,14,9,12.542857142857143,0
20,0.6,2.02,Single,2nd phase,Veterinary Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,0,0,0.0,1
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative staff,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,15,20,15,13.720499999999998,0
19,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,15,18,15,14.012777777777778,0
18,1.4,1.74,Single,2nd phase,Veterinary Nursing,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,10,12,10,13.300000000000002,0
18,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,15,15,15,14.16466666666666,0
18,0.5,1.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,13,12,12.858974358974377,0
34,2.6,0.32,Married,Change in institution/course,Social Service,Daytime,Other,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,20,29,33,25,12.150728059818995,0
38,-0.3,0.79,Single,Over 23 years old,Social Service,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,17,4,10.970588235294118,1
19,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,16,16,16,14.11,0
19,1.4,1.74,Single,2nd phase,Other,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,19,8,11.487719298245631,1
21,1.4,1.74,Single,Change in institution/course,Journalism and Communication,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Administrative staff,Installation and Machine Operators and Assembly Workers,Female,No,No,No,No,No,No,0,12,13,12,12.0,1
18,0.6,2.02,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,Yes,No,Yes,No,Yes,No,0,12,12,12,14.16666666666665,0
20,-0.3,0.79,Single,2nd phase,Veterinary Nursing,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,14,12,14.4642857142857,0
18,0.3,-0.92,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,0,10,18,10,11.47777777777778,0
18,0.3,-0.92,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,12,12,12,14.08333333333335,0
36,3.7,-1.7,Single,Holders of other higher courses,Oral Hygiene,Daytime,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,14,16,1,5.5125,1
18,-0.3,0.79,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Other,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,10,21,8,10.836734693877542,0
21,2.6,0.32,Single,Change in institution/course,Equiniculture,Daytime,Other,Brazilian,Secondary Education,Some High School,Administrative staff,Other,Female,Yes,No,Yes,No,Yes,No,0,10,12,0,0.0,1
21,-0.3,0.79,Single,Specialized diploma,Equiniculture,Daytime,Specialized course,Romanian,Secondary Education,Higher education,Unskilled Workers,Other,Female,Yes,No,Yes,Yes,Yes,No,2,12,25,4,12.653333333333316,1
18,0.6,2.02,Single,Other,Veterinary Nursing,Daytime,Secondary education,Other,Higher education,Higher education,Administrative staff,Other,Female,No,No,Yes,No,No,Yes,0,12,28,12,12.598214285714286,0
18,-0.8,-3.12,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Secondary Education,Some High School,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,10,12,8,11.3375,0
19,2.6,0.32,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,14,14,12,12.7666666666667,0
29,0.6,2.02,Married,Over 23 years old,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,Administrative staff,Female,No,No,Yes,Yes,No,No,0,12,17,11,12.623529411764718,0
20,0.6,2.02,Single,Specialized diploma,Management,Daytime,Specialized course,Romanian,Specialized course,Secondary Education,Unskilled Workers,Intermediate Level Technicians and Professions,Female,No,No,Yes,No,Yes,No,6,12,13,12,13.153846153846153,0
18,2.6,0.32,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,14,14,12,14.3166666666667,0
19,1.4,1.74,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Administrative staff,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,10,12,9,12.4375,0
19,1.4,3.51,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,10,10,10,13.0,0
37,1.4,3.51,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Some High School,Higher education,Unskilled Workers,Administrative staff,Female,No,No,No,Yes,No,No,0,11,11,0,0.0,1
18,1.4,1.74,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Secondary Education,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,10,11,9,14.863636363636363,0
21,3.7,-1.7,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,20,6,11.63,1
19,0.5,1.79,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Other,Other,Female,No,No,Yes,No,Yes,No,0,12,15,12,11.888888888888873,0
19,-0.8,-3.12,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Higher education,Secondary Education,Intermediate Level Technicians and Professions,Other,Female,No,No,Yes,No,No,No,0,10,10,10,13.7,0
30,-0.3,0.79,Married,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,No,No,0,15,0,0,0.0,1
27,-0.8,-3.12,Single,Change in institution/course,Journalism and Communication,Daytime,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,8,15,24,12,12.372619047619054,1
45,2.6,0.32,Married,1st phase,Tourism,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,26,6,10.884615384615385,1
50,3.7,-1.7,Married,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,5,16,19,15,12.603383458646611,0
41,-0.8,-3.12,Other,Change in institution/course,Management,Daytime,Secondary education,Other,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,13,24,36,21,12.633333333333333,0
44,0.6,2.02,Single,Over 23 years old,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,16,1,7.5,1
23,2.8,-4.06,Married,Holders of other higher courses,Management,Daytime,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,15,25,25,20,11.010989010988979,0
34,0.6,2.02,Single,Change in institution/course,Other,Daytime,Secondary education,Other,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,15,22,23,15,11.521739130434783,1
21,0.6,2.02,Single,1st phase,Management,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,10,17,10,13.996638655462178,0
22,2.6,0.32,Single,Change in institution/course,Management,Daytime,Secondary education,Brazilian,Higher education,Basic education or less,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,Yes,0,10,16,3,11.5,1
32,0.3,-0.92,Other,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,No,No,Yes,No,Yes,No,0,12,25,8,10.659999999999977,0
20,2.8,-4.06,Single,2nd phase,Oral Hygiene,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,Yes,0,15,16,15,13.6767857142857,0
59,1.4,1.74,Married,Holders of other higher courses,Social Service,Evening,Higher education,Italian,Some High School,Basic education or less,Other,Other,Female,No,No,No,No,No,No,18,23,30,20,13.211111111111085,1
18,-0.8,-3.12,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,16,12,11.0520833333333,0
36,3.7,-1.7,Other,Change in institution/course,Management,Evening,Secondary education,Brazilian,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,0,10,11,10,13.8,0
36,0.6,2.02,Single,Holders of other higher courses,Oral Hygiene,Daytime,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,No,No,Yes,No,No,No,0,14,29,1,6.620689655172414,1
19,1.4,1.74,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Other,Other,Male,No,No,No,No,No,No,0,12,20,7,10.654166666666686,1
25,-0.8,-3.12,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Secondary Education,Basic education or less,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Male,No,No,Yes,No,No,No,0,10,12,9,11.25,0
35,2.8,-4.06,Single,Over 23 years old,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,28,31,33,31,11.5791245791246,0
20,0.3,-0.92,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,0,12,20,1,9.1,1
35,2.8,-4.06,Single,Over 23 years old,Agronomy,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,No,No,No,No,0,12,25,1,8.84,1
27,2.6,0.32,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Other,Other,Female,Yes,No,Yes,No,No,No,0,12,27,3,11.0,1
19,1.4,1.74,Single,2nd phase,Social Service,Evening,Secondary education,Angolan,Specialized course,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,12,16,8,10.875,0
26,0.5,1.79,Single,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,No,Yes,No,No,0,14,21,9,12.244126984127,1
19,0.3,-0.92,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Secondary Education,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,17,12,14.147058823529411,0
19,3.7,-1.7,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,No,No,No,No,0,15,0,0,0.0,1
19,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Secondary Education,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,15,15,15,14.143999999999995,0
19,2.8,-4.06,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,15,16,15,13.39125,0
19,1.4,1.74,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,10,10,10,14.1,0
21,0.5,1.79,Single,Specialized diploma,Social Service,Evening,Specialized course,Romanian,Secondary Education,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,5,12,12,12,14.25,0
